itm_no_item|无 效 项 目 
itm_gekokujo_kabuto_unique_28|将 军 的 桃 型 兜 
itm_gekokujo_kabuto_unique_28_pl|将 军 的 桃 型 兜 
itm_gekokujo_kabuto_unique_29|将 军 的 桃 型 兜 
itm_gekokujo_kabuto_unique_29_pl|将 军 的 桃 型 兜 
itm_gekokujo_kabuto_unique_30|将 军 的 桃 型 兜 
itm_gekokujo_kabuto_unique_30_pl|将 军 的 桃 型 兜 
itm_gekokujo_tabi|足 袋 
itm_gekokujo_tabi_pl|足 袋 
itm_gekokujo_sandal_1|草 屐 
itm_gekokujo_sandal_1_pl|草 屐 
itm_gekokujo_sandal_2|草 屐 
itm_gekokujo_sandal_2_pl|草 屐 
itm_gekokujo_sandal_3|草 屐 
itm_gekokujo_sandal_3_pl|草 屐 
itm_gekokujo_light_suneate_1|轻 筱 臑 当 
itm_gekokujo_light_suneate_1_pl|轻 筱 臑 当 
itm_gekokujo_light_suneate_2|轻 筱 臑 当 
itm_gekokujo_light_suneate_2_pl|轻 筱 臑 当 
itm_gekokujo_light_suneate_3|轻 筱 臑 当 
itm_gekokujo_light_suneate_3_pl|轻 筱 臑 当 
itm_gekokujo_shino_suneate_1|筱 臑 当 
itm_gekokujo_shino_suneate_1_pl|筱 臑 当 
itm_gekokujo_shino_suneate_2|筱 臑 当 
itm_gekokujo_shino_suneate_2_pl|筱 臑 当 
itm_gekokujo_shino_suneate_3|筱 臑 当 
itm_gekokujo_shino_suneate_3_pl|筱 臑 当 
itm_gekokujo_tsubo_suneate_1|筒 臑 当 
itm_gekokujo_tsubo_suneate_1_pl|筒 臑 当 
itm_gekokujo_tsubo_suneate_2|筒 臑 当 
itm_gekokujo_tsubo_suneate_2_pl|筒 臑 当 
itm_gekokujo_tsubo_suneate_3|筒 臑 当 
itm_gekokujo_tsubo_suneate_3_pl|筒 臑 当 
itm_gekokujo_sashimono_1|足 轻 靠 旗 
itm_gekokujo_sashimono_1_pl|足 轻 靠 旗 
itm_gekokujo_sashimono_2|武 士 靠 旗 
itm_gekokujo_sashimono_2_pl|武 士 靠 旗 
itm_gekokujo_sashimono_3|大 靠 旗 
itm_gekokujo_sashimono_3_pl|大 靠 旗 
itm_gekokujo_sashimono_4|宽 靠 旗 
itm_gekokujo_sashimono_4_pl|宽 靠 旗 
itm_gekokujo_sashimono_5|方 靠 旗 
itm_gekokujo_sashimono_5_pl|方 靠 旗 
itm_gekokujo_sashimono_uesugi_1|上 杉 足 轻 靠 旗 
itm_gekokujo_sashimono_uesugi_1_pl|上 杉 足 轻 靠 旗 
itm_gekokujo_sashimono_date_1|伊 达 足 轻 靠 旗 
itm_gekokujo_sashimono_date_1_pl|伊 达 足 轻 靠 旗 
itm_gekokujo_sashimono_oda_1|织 田 足 轻 靠 旗 
itm_gekokujo_sashimono_oda_1_pl|织 田 足 轻 靠 旗 
itm_gekokujo_sashimono_mori_1|毛 利 足 轻 靠 旗 
itm_gekokujo_sashimono_mori_1_pl|毛 利 足 轻 靠 旗 
itm_gekokujo_sashimono_takeda_1|武 田 足 轻 靠 旗 
itm_gekokujo_sashimono_takeda_1_pl|武 田 足 轻 靠 旗 
itm_gekokujo_sashimono_tokugawa_1|德 川 足 轻 靠 旗 
itm_gekokujo_sashimono_tokugawa_1_pl|德 川 足 轻 靠 旗 
itm_gekokujo_sashimono_miyoshi_1|三 好 足 轻 靠 旗 
itm_gekokujo_sashimono_miyoshi_1_pl|三 好 足 轻 靠 旗 
itm_gekokujo_sashimono_amako_1|尼 子 足 轻 靠 旗 
itm_gekokujo_sashimono_amako_1_pl|尼 子 足 轻 靠 旗 
itm_gekokujo_sashimono_otomo_1|大 友 足 轻 靠 旗 
itm_gekokujo_sashimono_otomo_1_pl|大 友 足 轻 靠 旗 
itm_gekokujo_sashimono_nanbu_1|南 部 足 轻 靠 旗 
itm_gekokujo_sashimono_nanbu_1_pl|南 部 足 轻 靠 旗 
itm_gekokujo_sashimono_asakura_1|朝 仓 足 轻 靠 旗 
itm_gekokujo_sashimono_asakura_1_pl|朝 仓 足 轻 靠 旗 
itm_gekokujo_sashimono_chosokabe_1|长 宗 我 部 足 轻 靠 旗 
itm_gekokujo_sashimono_chosokabe_1_pl|长 宗 我 部 足 轻 靠 旗 
itm_gekokujo_sashimono_hojo_1|北 条 足 轻 靠 旗 
itm_gekokujo_sashimono_hojo_1_pl|北 条 足 轻 靠 旗 
itm_gekokujo_sashimono_mogami_1|最 上 足 轻 靠 旗 
itm_gekokujo_sashimono_mogami_1_pl|最 上 足 轻 靠 旗 
itm_gekokujo_sashimono_shimazu_1|岛 津 足 轻 靠 旗 
itm_gekokujo_sashimono_shimazu_1_pl|岛 津 足 轻 靠 旗 
itm_gekokujo_sashimono_ryuzoji_1|龙 造 寺 足 轻 靠 旗 
itm_gekokujo_sashimono_ryuzoji_1_pl|龙 造 寺 足 轻 靠 旗 
itm_gekokujo_sashimono_satake_1|佐 竹 足 轻 靠 旗 
itm_gekokujo_sashimono_satake_1_pl|佐 竹 足 轻 靠 旗 
itm_gekokujo_sashimono_satomi_1|里 见 足 轻 靠 旗 
itm_gekokujo_sashimono_satomi_1_pl|里 见 足 轻 靠 旗 
itm_gekokujo_sashimono_ukita_1|宇 多 喜 足 轻 靠 旗 
itm_gekokujo_sashimono_ukita_1_pl|宇 多 喜 足 轻 靠 旗 
itm_gekokujo_sashimono_ikko_1|一 向 宗 足 轻 靠 旗 
itm_gekokujo_sashimono_ikko_1_pl|一 向 宗 足 轻 靠 旗 
itm_gekokujo_sashimono_uesugi_2|上 杉 武 士 的 指 物 旗 
itm_gekokujo_sashimono_uesugi_2_pl|上 杉 武 士 的 指 物 旗 
itm_gekokujo_sashimono_date_2|伊 达 武 士 的 指 物 旗 
itm_gekokujo_sashimono_date_2_pl|伊 达 武 士 的 指 物 旗 
itm_gekokujo_sashimono_oda_2|织 田 武 士 的 指 物 旗 
itm_gekokujo_sashimono_oda_2_pl|织 田 武 士 的 指 物 旗 
itm_gekokujo_sashimono_mori_2|毛 利 武 士 的 指 物 旗 
itm_gekokujo_sashimono_mori_2_pl|毛 利 武 士 的 指 物 旗 
itm_gekokujo_sashimono_takeda_2|武 田 武 士 的 指 物 旗 
itm_gekokujo_sashimono_takeda_2_pl|武 田 武 士 的 指 物 旗 
itm_gekokujo_sashimono_tokugawa_2|德 川 武 士 的 指 物 旗 
itm_gekokujo_sashimono_tokugawa_2_pl|德 川 武 士 的 指 物 旗 
itm_gekokujo_sashimono_miyoshi_2|三 好 武 士 的 指 物 旗 
itm_gekokujo_sashimono_miyoshi_2_pl|三 好 武 士 的 指 物 旗 
itm_gekokujo_sashimono_amako_2|尼 子 武 士 的 指 物 旗 
itm_gekokujo_sashimono_amako_2_pl|尼 子 武 士 的 指 物 旗 
itm_gekokujo_sashimono_otomo_2|大 友 武 士 的 指 物 旗 
itm_gekokujo_sashimono_otomo_2_pl|大 友 武 士 的 指 物 旗 
itm_gekokujo_sashimono_nanbu_2|南 部 武 士 的 指 物 旗 
itm_gekokujo_sashimono_nanbu_2_pl|南 部 武 士 的 指 物 旗 
itm_gekokujo_sashimono_asakura_2|朝 仓 武 士 的 指 物 旗 
itm_gekokujo_sashimono_asakura_2_pl|朝 仓 武 士 的 指 物 旗 
itm_gekokujo_sashimono_chosokabe_2|长 宗 我 部 武 士 的 指 物 旗 
itm_gekokujo_sashimono_chosokabe_2_pl|长 宗 我 部 武 士 的 指 物 旗 
itm_gekokujo_sashimono_hojo_2|北 条 武 士 的 指 物 旗 
itm_gekokujo_sashimono_hojo_2_pl|北 条 武 士 的 指 物 旗 
itm_gekokujo_sashimono_mogami_2|最 上 武 士 的 指 物 旗 
itm_gekokujo_sashimono_mogami_2_pl|最 上 武 士 的 指 物 旗 
itm_gekokujo_sashimono_shimazu_2|岛 津 武 士 的 指 物 旗 
itm_gekokujo_sashimono_shimazu_2_pl|岛 津 武 士 的 指 物 旗 
itm_gekokujo_sashimono_ryuzoji_2|龙 造 寺 武 士 的 指 物 旗 
itm_gekokujo_sashimono_ryuzoji_2_pl|龙 造 寺 武 士 的 指 物 旗 
itm_gekokujo_sashimono_satake_2|佐 竹 武 士 的 指 物 旗 
itm_gekokujo_sashimono_satake_2_pl|佐 竹 武 士 的 指 物 旗 
itm_gekokujo_sashimono_satomi_2|里 见 武 士 的 指 物 旗 
itm_gekokujo_sashimono_satomi_2_pl|里 见 武 士 的 指 物 旗 
itm_gekokujo_sashimono_ukita_2|宇 多 喜 武 士 的 指 物 旗 
itm_gekokujo_sashimono_ukita_2_pl|宇 多 喜 武 士 的 指 物 旗 
itm_gekokujo_sashimono_ikko_2|一 向 宗 武 士 的 指 物 旗 
itm_gekokujo_sashimono_ikko_2_pl|一 向 宗 武 士 的 指 物 旗 
itm_gekokujo_jinbaori_1|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_1_pl|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_2|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_2_pl|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_3|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_3_pl|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_4|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_4_pl|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_5|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_5_pl|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_6|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_6_pl|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_7|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_7_pl|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_8|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_8_pl|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_9|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_9_pl|将 军 的 筱 臑 当 
itm_gekokujo_jinbaori_sanada|六 连 钱 阵 羽 织 
itm_gekokujo_jinbaori_sanada_pl|六 连 钱 阵 羽 织 
itm_gekokujo_jinbaori_yamamoto|山 字 阵 羽 织 
itm_gekokujo_jinbaori_yamamoto_pl|山 字 阵 羽 织 
itm_gekokujo_jinbaori_murakami|村 上 阵 羽 织 
itm_gekokujo_jinbaori_murakami_pl|村 上 阵 羽 织 
itm_gekokujo_jinbaori_honda|木 字 阵 羽 织 
itm_gekokujo_jinbaori_honda_pl|木 字 阵 羽 织 
itm_gekokujo_jinbaori_nagao|巴 纹 阵 羽 织 
itm_gekokujo_jinbaori_nagao_pl|巴 纹 阵 羽 织 
itm_gekokujo_jinbaori_uesugi|毘 沙 门 阵 羽 织 
itm_gekokujo_jinbaori_uesugi_pl|毘 沙 门 阵 羽 织 
itm_gekokujo_tekko_1|缠 手 带 
itm_gekokujo_tekko_1_pl|缠 手 带 
itm_gekokujo_tekko_2|皮 手 套 
itm_gekokujo_tekko_2_pl|皮 手 套 
itm_gekokujo_tekko_3_1|瓢 笼 手 
itm_gekokujo_tekko_3_1_pl|瓢 笼 手 
itm_gekokujo_tekko_3_2|瓢 笼 手 
itm_gekokujo_tekko_3_2_pl|瓢 笼 手 
itm_gekokujo_tekko_3_3|瓢 笼 手 
itm_gekokujo_tekko_3_3_pl|瓢 笼 手 
itm_gekokujo_tekko_4_1|锁 笼 手 
itm_gekokujo_tekko_4_1_pl|锁 笼 手 
itm_gekokujo_tekko_4_2|锁 笼 手 
itm_gekokujo_tekko_4_2_pl|锁 笼 手 
itm_gekokujo_tekko_4_3|锁 笼 手 
itm_gekokujo_tekko_4_3_pl|锁 笼 手 
itm_gekokujo_domaru_old|桶 侧 甲 
itm_gekokujo_domaru_old_pl|桶 侧 甲 
itm_gekokujo_kabuto_mempo_old|蒙 面 盔 
itm_gekokujo_kabuto_mempo_old_pl|蒙 面 盔 
itm_gekokujo_suneate_old|胫 甲 
itm_gekokujo_suneate_old_pl|胫 甲 
itm_gekokujo_mongol_boots|北 狄 皮 靴 
itm_gekokujo_mongol_boots_pl|北 狄 皮 靴 
itm_gekokujo_mongol_helmet_1|北 狄 盔 
itm_gekokujo_mongol_helmet_1_pl|北 狄 盔 
itm_gekokujo_mongol_helmet_2|北 狄 盔 
itm_gekokujo_mongol_helmet_2_pl|北 狄 盔 
itm_gekokujo_mongol_helmet_3|北 狄 盔 
itm_gekokujo_mongol_helmet_3_pl|北 狄 盔 
itm_calradia_broken_sword|断 剑 （ 重 铸 ） 
itm_calradia_broken_sword_pl|断 剑 （ 重 铸 ） 
itm_calradia_steel_sword|剑 
itm_calradia_steel_sword_pl|剑 
itm_lianduibubing|联 队 步 兵 服 
itm_lianduibubing_pl|联 队 步 兵 服 
itm_mufbb|幕 府 步 兵 服 
itm_mufbb_pl|幕 府 步 兵 服 
itm_mufbbkuzi|幕 府 步 兵 裤 
itm_mufbbkuzi_pl|幕 府 步 兵 裤 
itm_samokuzi|萨 摩 步 兵 裤 
itm_samokuzi_pl|萨 摩 步 兵 裤 
itm_samo_infanrty|萨 摩 步 兵 服 
itm_samo_infanrty_pl|萨 摩 步 兵 服 
itm_fanbingmao1|藩 兵 帽 
itm_fanbingmao1_pl|藩 兵 帽 
itm_fanshizhenli|藩 士 阵 笠 
itm_fanshizhenli_pl|藩 士 阵 笠 
itm_enfield1853|恩 菲 尔 德 1853式 步 枪 
itm_enfield1853_pl|恩 菲 尔 德 1853式 步 枪 
itm_fanshizhenli2|藩 士 阵 笠 
itm_fanshizhenli2_pl|藩 士 阵 笠 
itm_changzhou_infanrty|长 州 步 兵 服 
itm_changzhou_infanrty_pl|长 州 步 兵 服 
itm_changzhoukuzi|长 州 步 兵 裤 
itm_changzhoukuzi_pl|长 州 步 兵 裤 
itm_fanbingmao|藩 兵 帽 
itm_fanbingmao_pl|藩 兵 帽 
itm_mufuinfanrty|幕 府 步 兵 服 
itm_mufuinfanrty_pl|幕 府 步 兵 服 
itm_mufuinfanrtykuzi|幕 府 步 兵 裤 
itm_mufuinfanrtykuzi_pl|幕 府 步 兵 裤 
itm_mufuinfanrty2|幕 府 步 兵 服 
itm_mufuinfanrty2_pl|幕 府 步 兵 服 
itm_weixin_hat5|维 新 步 兵 帽 
itm_weixin_hat5_pl|维 新 步 兵 帽 
itm_mufulianduicap|幕 府 联 队 帽 
itm_mufulianduicap_pl|幕 府 联 队 帽 
itm_mufbb2|幕 府 步 兵 服 
itm_mufbb2_pl|幕 府 步 兵 服 
itm_mufbbkuzi2|幕 府 步 兵 裤 
itm_mufbbkuzi2_pl|幕 府 步 兵 裤 
itm_fanbingmao2|藩 兵 帽 
itm_fanbingmao2_pl|藩 兵 帽 
itm_heiliw|黑 色 阵 笠 
itm_heiliw_pl|黑 色 阵 笠 
itm_chuanxiduimao|传 习 队 帽 
itm_chuanxiduimao_pl|传 习 队 帽 
itm_chuaniduiqibkuzi|传 习 队 骑 兵 裤 
itm_chuaniduiqibkuzi_pl|传 习 队 骑 兵 裤 
itm_chuaniduiqib|传 习 队 骑 兵 服 
itm_chuaniduiqib_pl|传 习 队 骑 兵 服 
itm_mufu_hat2|幕 府 帽 
itm_mufu_hat2_pl|幕 府 帽 
itm_mufbb3|幕 府 步 兵 服 
itm_mufbb3_pl|幕 府 步 兵 服 
itm_mufbbkuzi3|幕 府 步 兵 裤 
itm_mufbbkuzi3_pl|幕 府 步 兵 裤 
itm_samuraioutfit_3|萨 摩 外 套 
itm_samuraioutfit_3_pl|萨 摩 外 套 
itm_samuraioutfit_01|萨 摩 外 套 
itm_samuraioutfit_01_pl|萨 摩 外 套 
itm_tgoe_edo_civil_04|江 户 便 服 
itm_tgoe_edo_civil_04_pl|江 户 便 服 
itm_wushiwaitao|武 士 外 套 
itm_wushiwaitao_pl|武 士 外 套 
itm_edo_civil_02|江 户 便 服 
itm_edo_civil_02_pl|江 户 便 服 
itm_heixiongjunguan|黑 熊 军 官 
itm_heixiongjunguan_pl|黑 熊 军 官 
itm_heixiong|黑 熊 
itm_heixiong_pl|黑 熊 
itm_baixiong|白 熊 
itm_baixiong_pl|白 熊 
itm_jptoujin|头 巾 
itm_jptoujin_pl|头 巾 
itm_edo_civil_03|江 户 便 服 
itm_edo_civil_03_pl|江 户 便 服 
itm_fanbingfu|藩 兵 服 
itm_fanbingfu_pl|藩 兵 服 
itm_fanbingfu2|藩 兵 服 
itm_fanbingfu2_pl|藩 兵 服 
itm_springfield_42|斯 普 林 菲 尔 德 42式 
itm_springfield_42_pl|斯 普 林 菲 尔 德 42式 
itm_ceshi|军 服 
itm_ceshi_pl|军 服 
itm_shicongjudong|侍 从 具 胴 
itm_shicongjudong_pl|侍 从 具 胴 
itm_shicongjudong2|侍 从 具 胴 
itm_shicongjudong2_pl|侍 从 具 胴 
itm_samurai_sword|武 士 剑 
itm_samurai_sword_pl|武 士 剑 
itm_xinjundao|刀 
itm_xinjundao_pl|刀 
itm_wushiwaitao2|武 士 外 套 
itm_wushiwaitao2_pl|武 士 外 套 
itm_mfxj|幕 府 新 军 服 
itm_mfxj_pl|幕 府 新 军 服 
itm_fanshizhenli3|藩 士 阵 笠 
itm_fanshizhenli3_pl|藩 士 阵 笠 
itm_chuanxiduiinfantry|传 习 队 步 兵 服 
itm_chuanxiduiinfantry_pl|传 习 队 步 兵 服 
itm_chuanxiduiinfantrykuzi|传 习 队 步 兵 裤 
itm_chuanxiduiinfantrykuzi_pl|传 习 队 步 兵 裤 
itm_french_t|法 兰 西 铳 
itm_french_t_pl|法 兰 西 铳 
itm_dcdong2|德 川 胴 
itm_dcdong2_pl|德 川 胴 
itm_spencer_carb|斯 宾 塞 卡 宾 枪 
itm_spencer_carb_pl|斯 宾 塞 卡 宾 枪 
itm_shicongjudong3|侍 从 具 胴 
itm_shicongjudong3_pl|侍 从 具 胴 
itm_mufujunguankuzi|幕 府 军 官 裤 
itm_mufujunguankuzi_pl|幕 府 军 官 裤 
itm_mufujunguan2|幕 府 军 官 服 
itm_mufujunguan2_pl|幕 府 军 官 服 
itm_mufujunguan|幕 府 军 官 服 
itm_mufujunguan_pl|幕 府 军 官 服 
itm_banner_yari|指 物 枪 
itm_banner_yari_pl|指 物 枪 
itm_british_light_cav_sabre|轻 骑 兵 马 刀 
itm_british_light_cav_sabre_pl|轻 骑 兵 马 刀 
itm_dechuandakai|德 川 大 铠 
itm_dechuandakai_pl|德 川 大 铠 
itm_hualidakai|华 丽 大 铠 
itm_hualidakai_pl|华 丽 大 铠 
itm_hualidakai2|华 丽 大 铠 
itm_hualidakai2_pl|华 丽 大 铠 
itm_edo_helmet2|江 户 兜 
itm_edo_helmet2_pl|江 户 兜 
itm_edo_helmet|江 户 兜 
itm_edo_helmet_pl|江 户 兜 
itm_fanbingfu3|藩 兵 服 
itm_fanbingfu3_pl|藩 兵 服 
itm_fanbingfu4|藩 兵 服 
itm_fanbingfu4_pl|藩 兵 服 
itm_nongbing|农 兵 服 
itm_nongbing_pl|农 兵 服 
itm_samo_daodui|萨 摩 刀 队 服 
itm_samo_daodui_pl|萨 摩 刀 队 服 
itm_wushiwaitao3|武 士 外 套 
itm_wushiwaitao3_pl|武 士 外 套 
itm_fanshizhenli_tongyong|藩 士 阵 笠 
itm_fanshizhenli_tongyong_pl|藩 士 阵 笠 
itm_samoxinjun|萨 摩 新 军 服 
itm_samoxinjun_pl|萨 摩 新 军 服 
itm_springfield_61|斯 普 林 菲 尔 德 61式 
itm_springfield_61_pl|斯 普 林 菲 尔 德 61式 
itm_samoshenqiangdui|萨 摩 神 枪 队 服 
itm_samoshenqiangdui_pl|萨 摩 神 枪 队 服 
itm_samoshenqiangduikuzi|萨 摩 神 枪 队 裤 
itm_samoshenqiangduikuzi_pl|萨 摩 神 枪 队 裤 
itm_snider|施 奈 德 步 枪 
itm_snider_pl|施 奈 德 步 枪 
itm_samodong3|萨 摩 胴 
itm_samodong3_pl|萨 摩 胴 
itm_hualidakai4|华 丽 大 铠 
itm_hualidakai4_pl|华 丽 大 铠 
itm_daojindakai|岛 津 大 铠 
itm_daojindakai_pl|岛 津 大 铠 
itm_new_kabuto_hei|兜 
itm_new_kabuto_hei_pl|兜 
itm_new_kabuto2|兜 
itm_new_kabuto2_pl|兜 
itm_sxljg|示 显 流 军 官 服 
itm_sxljg_pl|示 显 流 军 官 服 
itm_shell|盾 
itm_shell_pl|盾 
itm_huijijndong3|会 津 胴 
itm_huijijndong3_pl|会 津 胴 
itm_edo_civil_04|江 户 便 服 
itm_edo_civil_04_pl|江 户 便 服 
itm_huijinfanbingfu|会 津 藩 兵 服 
itm_huijinfanbingfu_pl|会 津 藩 兵 服 
itm_huijinfanbingfu2|会 津 藩 兵 服 
itm_huijinfanbingfu2_pl|会 津 藩 兵 服 
itm_edo_fanbing|江 户 藩 兵 服 
itm_edo_fanbing_pl|江 户 藩 兵 服 
itm_edo_fanbing2|江 户 藩 兵 服 
itm_edo_fanbing2_pl|江 户 藩 兵 服 
itm_edo_fanbing3|江 户 藩 兵 服 
itm_edo_fanbing3_pl|江 户 藩 兵 服 
itm_edo_fanbing4|江 户 藩 兵 服 
itm_edo_fanbing4_pl|江 户 藩 兵 服 
itm_huijinbb|会 津 步 兵 服 
itm_huijinbb_pl|会 津 步 兵 服 
itm_hjkuzi2|会 津 步 兵 裤 
itm_hjkuzi2_pl|会 津 步 兵 裤 
itm_huijinbaihudui|会 津 白 虎 队 服 
itm_huijinbaihudui_pl|会 津 白 虎 队 服 
itm_baihudui3|白 虎 队 头 巾 
itm_baihudui3_pl|白 虎 队 头 巾 
itm_baihudui2|白 虎 队 头 巾 
itm_baihudui2_pl|白 虎 队 头 巾 
itm_huijindong|会 津 胴 
itm_huijindong_pl|会 津 胴 
itm_wushiwaitao4|武 士 外 套 
itm_wushiwaitao4_pl|武 士 外 套 
itm_classichelm_plume_copy|金 边 韭 山 笠 
itm_classichelm_plume_copy_pl|金 边 韭 山 笠 
itm_huijindong2|会 津 胴 
itm_huijindong2_pl|会 津 胴 
itm_huijinchongduishi|会 津 铳 队 士 服 
itm_huijinchongduishi_pl|会 津 铳 队 士 服 
itm_huijincds|会 津 铳 队 士 裤 
itm_huijincds_pl|会 津 铳 队 士 裤 
itm_muyi3_b|母 衣 
itm_muyi3_b_pl|母 衣 
itm_mori_fanbing|毛 利 藩 兵 服 
itm_mori_fanbing_pl|毛 利 藩 兵 服 
itm_fanbingtongyong|藩 兵 服 
itm_fanbingtongyong_pl|藩 兵 服 
itm_tongyong_fanbing|藩 兵 甲 
itm_tongyong_fanbing_pl|藩 兵 甲 
itm_shicongjudong4|侍 从 具 胴 
itm_shicongjudong4_pl|侍 从 具 胴 
itm_chasspotarty|夏 塞 波 步 枪 
itm_chasspotarty_pl|夏 塞 波 步 枪 
itm_1860_hen|亨 利 M1860步 枪 
itm_1860_hen_pl|亨 利 M1860步 枪 
itm_smithcarbine|史 密 斯 卡 宾 枪 
itm_smithcarbine_pl|史 密 斯 卡 宾 枪 
itm_enfield_carbine|恩 菲 尔 德 卡 宾 枪 
itm_enfield_carbine_pl|恩 菲 尔 德 卡 宾 枪 
itm_sharps_rifle|夏 普 斯 来 福 枪 
itm_sharps_rifle_pl|夏 普 斯 来 福 枪 
itm_enfield_bayonet|恩 菲 尔 德 （ 刺 刀 ） 
itm_enfield_bayonet_pl|恩 菲 尔 德 （ 刺 刀 ） 
itm_enfield_bayonet_melee|恩 菲 尔 德 （ 刺 刀 ） 
itm_enfield_bayonet_melee_pl|恩 菲 尔 德 （ 刺 刀 ） 
itm_changzhoujrbb|长 州 精 锐 步 兵 服 
itm_changzhoujrbb_pl|长 州 精 锐 步 兵 服 
itm_changzhoujrbbkuzi|长 州 精 锐 步 兵 裤 
itm_changzhoujrbbkuzi_pl|长 州 精 锐 步 兵 裤 
itm_czqbd|奇 兵 队 服 
itm_czqbd_pl|奇 兵 队 服 
itm_qbdkz|奇 兵 队 裤 
itm_qbdkz_pl|奇 兵 队 裤 
itm_civilian_hat2|便 帽 
itm_civilian_hat2_pl|便 帽 
itm_helmhorn|阵 笠 
itm_helmhorn_pl|阵 笠 
itm_gekokujo_tuzuo|土 佐 阵 笠 
itm_gekokujo_tuzuo_pl|土 佐 阵 笠 
itm_zwpxjf|倒 幕 派 新 军 服 
itm_zwpxjf_pl|倒 幕 派 新 军 服 
itm_czqbd2|奇 兵 队 服 
itm_czqbd2_pl|奇 兵 队 服 
itm_mfxiakua|幕 府 军 裤 
itm_mfxiakua_pl|幕 府 军 裤 
itm_tuzuoqiangdui|土 佐 枪 队 服 
itm_tuzuoqiangdui_pl|土 佐 枪 队 服 
itm_red_trousers_infantry1|红 色 步 兵 裤 
itm_red_trousers_infantry1_pl|红 色 步 兵 裤 
itm_fanbingmao3|藩 兵 帽 
itm_fanbingmao3_pl|藩 兵 帽 
itm_chixiong|赤 熊 
itm_chixiong_pl|赤 熊 
itm_xcdxiakua|传 习 队 军 裤 
itm_xcdxiakua_pl|传 习 队 军 裤 
itm_civilian_hat6|便 帽 
itm_civilian_hat6_pl|便 帽 
itm_qiufan_hat|秋 帆 帽 
itm_qiufan_hat_pl|秋 帆 帽 
itm_mufbbkuzi4|幕 府 步 兵 裤 
itm_mufbbkuzi4_pl|幕 府 步 兵 裤 
itm_ebingdui|额 兵 队 服 
itm_ebingdui_pl|额 兵 队 服 
itm_ebigdui3|额 兵 队 服 
itm_ebigdui3_pl|额 兵 队 服 
itm_ebigdui1|额 兵 队 服 
itm_ebigdui1_pl|额 兵 队 服 
itm_tongyong_fanbing2|藩 兵 服 
itm_tongyong_fanbing2_pl|藩 兵 服 
itm_gekokujo_okegawa_short_date|伊 达 桶 侧 胴 
itm_gekokujo_okegawa_short_date_pl|伊 达 桶 侧 胴 
itm_gekokujo__dateblack|伊 达 黑 胴 
itm_gekokujo__dateblack_pl|伊 达 黑 胴 
itm_tgun|铁 炮 
itm_tgun_pl|铁 炮 
itm_greathelmwhat|额 铁 
itm_greathelmwhat_pl|额 铁 
itm_etie|额 铁 
itm_etie_pl|额 铁 
itm_etie2|额 铁 
itm_etie2_pl|额 铁 
itm_etie3|额 铁 
itm_etie3_pl|额 铁 
itm_shinsengumi|新 选 组 服 
itm_shinsengumi_pl|新 选 组 服 
itm_changgangfan|长 冈 藩 兵 服 
itm_changgangfan_pl|长 冈 藩 兵 服 
itm_cgzhenli|长 冈 阵 笠 
itm_cgzhenli_pl|长 冈 阵 笠 
itm_cgfsxj|长 冈 新 军 服 
itm_cgfsxj_pl|长 冈 新 军 服 
itm_blue_trousers_infantry1|长 冈 新 军 裤 
itm_blue_trousers_infantry1_pl|长 冈 新 军 裤 
itm_enfieldp53_scoped|恩 菲 尔 德 53式 狙 击 枪 
itm_enfieldp53_scoped_pl|恩 菲 尔 德 53式 狙 击 枪 
itm_yujq|御 旗 
itm_yujq_pl|御 旗 
itm_cgf_shino_suneate_|长 冈 藩 篠 臑 当 
itm_cgf_shino_suneate__pl|长 冈 藩 篠 臑 当 
itm_dreyse|德 莱 赛 步 枪 
itm_dreyse_pl|德 莱 赛 步 枪 
itm_dreyse_melee|德 莱 赛 步 枪 
itm_dreyse_melee_pl|德 莱 赛 步 枪 
itm_cgyccd|长 冈 御 持 铳 队 服 
itm_cgyccd_pl|长 冈 御 持 铳 队 服 
itm_br_cavalry_gloves_short|白 手 套 
itm_br_cavalry_gloves_short_pl|白 手 套 
itm_cgfxjkz|长 冈 新 军 裤 
itm_cgfxjkz_pl|长 冈 新 军 裤 
itm_cgqwd|长 冈 亲 卫 队 服 
itm_cgqwd_pl|长 冈 亲 卫 队 服 
itm_cg_infanrty|长 冈 步 兵 服 
itm_cg_infanrty_pl|长 冈 步 兵 服 
itm_jinweimianjia|近 卫 面 甲 
